# z	dc	dL	dVc_dz
1.288000000000000078e+01	1.020667344521838338e+01	1.416686274196311786e+02	2.018166803450191651e+02
1.289000000000000057e+01	1.020821507025237196e+01	1.417921073258054605e+02	2.016598628954494359e+02
1.290000000000000036e+01	1.020975503216915747e+01	1.419155949471513054e+02	2.015032485943203255e+02
1.291000000000000014e+01	1.021129333395488281e+01	1.420390902753124180e+02	2.013468370844856850e+02
1.291999999999999993e+01	1.021282997858819996e+01	1.421625933019477657e+02	2.011906280095522845e+02
1.292999999999999972e+01	1.021436496904028246e+01	1.422861040187311517e+02	2.010346210138769152e+02
1.293999999999999950e+01	1.021589830827486267e+01	1.424096224173515850e+02	2.008788157425659051e+02
1.295000000000000107e+01	1.021742999924825135e+01	1.425331484895131382e+02	2.007232118414728745e+02
1.296000000000000085e+01	1.021896004490935894e+01	1.426566822269346630e+02	2.005678089571972293e+02
1.297000000000000064e+01	1.022048844819972047e+01	1.427802236213501033e+02	2.004126067370824842e+02
1.298000000000000043e+01	1.022201521205352392e+01	1.429037726645082671e+02	2.002576048292146425e+02
1.299000000000000021e+01	1.022354033939762452e+01	1.430273293481727706e+02	2.001028028824205194e+02
1.300000000000000000e+01	1.022506383315157663e+01	1.431508936641220657e+02	1.999482005462661220e+02
1.300999999999999979e+01	1.022658569622765334e+01	1.432744656041494409e+02	1.997937974710550293e+02
1.301999999999999957e+01	1.022810593153087311e+01	1.433980451600628498e+02	1.996395933078268570e+02
1.303000000000000114e+01	1.022962454195901749e+01	1.435216323236850258e+02	1.994855877083552400e+02
1.304000000000000092e+01	1.023114153040265784e+01	1.436452270868533105e+02	1.993317803251469229e+02
1.305000000000000071e+01	1.023265689974517478e+01	1.437688294414197117e+02	1.991781708114392586e+02
1.306000000000000050e+01	1.023417065286279026e+01	1.438924393792508170e+02	1.990247588211992991e+02
1.307000000000000028e+01	1.023568279262457814e+01	1.440160568922278230e+02	1.988715440091216635e+02
1.308000000000000007e+01	1.023719332189249798e+01	1.441396819722463931e+02	1.987185260306274586e+02
1.308999999999999986e+01	1.023870224352140923e+01	1.442633146112166571e+02	1.985657045418621749e+02
1.309999999999999964e+01	1.024020956035909791e+01	1.443869548010632684e+02	1.984130791996940957e+02
1.310999999999999943e+01	1.024171527524629788e+01	1.445106025337252618e+02	1.982606496617131597e+02
1.312000000000000099e+01	1.024321939101671575e+01	1.446342578011560533e+02	1.981084155862288014e+02
1.313000000000000078e+01	1.024472191049705039e+01	1.447579205953233270e+02	1.979563766322689276e+02
1.314000000000000057e+01	1.024622283650701782e+01	1.448815909082092332e+02	1.978045324595776719e+02
1.315000000000000036e+01	1.024772217185936718e+01	1.450052687318100482e+02	1.976528827286140881e+02
1.316000000000000014e+01	1.024921991935990917e+01	1.451289540581363440e+02	1.975014271005507283e+02
1.316999999999999993e+01	1.025071608180754090e+01	1.452526468792128469e+02	1.973501652372719661e+02
1.317999999999999972e+01	1.025221066199425657e+01	1.453763471870785509e+02	1.971990968013720646e+02
1.318999999999999950e+01	1.025370366270517586e+01	1.455000549737864617e+02	1.970482214561540388e+02
1.320000000000000107e+01	1.025519508671857238e+01	1.456237702314037392e+02	1.968975388656278938e+02
1.321000000000000085e+01	1.025668493680588078e+01	1.457474929520115552e+02	1.967470486945090329e+02
1.322000000000000064e+01	1.025817321573172869e+01	1.458712231277051785e+02	1.965967506082165244e+02
1.323000000000000043e+01	1.025965992625395629e+01	1.459949607505938047e+02	1.964466442728719358e+02
1.324000000000000021e+01	1.026114507112363761e+01	1.461187058128005845e+02	1.962967293552974297e+02
1.325000000000000000e+01	1.026262865308509653e+01	1.462424583064626233e+02	1.961470055230141156e+02
1.325999999999999979e+01	1.026411067487594053e+01	1.463662182237308969e+02	1.959974724442409126e+02
1.326999999999999957e+01	1.026559113922706601e+01	1.464899855567702218e+02	1.958481297878925318e+02
1.328000000000000114e+01	1.026707004886269026e+01	1.466137602977592280e+02	1.956989772235779981e+02
1.329000000000000092e+01	1.026854740650037101e+01	1.467375424388903014e+02	1.955500144215994283e+02
1.330000000000000071e+01	1.027002321485102421e+01	1.468613319723696407e+02	1.954012410529502404e+02
1.331000000000000050e+01	1.027149747661894530e+01	1.469851288904171156e+02	1.952526567893132778e+02
1.332000000000000028e+01	1.027297019450183591e+01	1.471089331852662667e+02	1.951042613030600990e+02
1.333000000000000007e+01	1.027444137119081091e+01	1.472327448491643338e+02	1.949560542672482768e+02
1.333999999999999986e+01	1.027591100937043755e+01	1.473565638743720569e+02	1.948080353556209730e+02
1.334999999999999964e+01	1.027737911171873719e+01	1.474803902531638755e+02	1.946602042426046921e+02
1.335999999999999943e+01	1.027884568090722084e+01	1.476042239778277008e+02	1.945125606033078611e+02
1.337000000000000099e+01	1.028031071960090337e+01	1.477280650406649727e+02	1.943651041135197204e+02
1.338000000000000078e+01	1.028177423045831951e+01	1.478519134339906600e+02	1.942178344497082776e+02
1.339000000000000057e+01	1.028323621613155225e+01	1.479757691501330612e+02	1.940707512890187445e+02
1.340000000000000036e+01	1.028469667926625064e+01	1.480996321814340035e+02	1.939238543092727127e+02
1.341000000000000014e+01	1.028615562250163862e+01	1.482235025202486156e+02	1.937771431889655673e+02
1.341999999999999993e+01	1.028761304847055769e+01	1.483473801589454411e+02	1.936306176072660605e+02
1.342999999999999972e+01	1.028906895979946512e+01	1.484712650899062680e+02	1.934842772440138106e+02
1.343999999999999950e+01	1.029052335910846416e+01	1.485951573055262145e+02	1.933381217797185627e+02
1.345000000000000107e+01	1.029197624901132357e+01	1.487190567982136429e+02	1.931921508955582283e+02
1.346000000000000085e+01	1.029342763211549361e+01	1.488429635603900465e+02	1.930463642733775487e+02
1.347000000000000064e+01	1.029487751102212911e+01	1.489668775844902200e+02	1.929007615956864754e+02
1.348000000000000043e+01	1.029632588832610729e+01	1.490907988629620320e+02	1.927553425456587206e+02
1.349000000000000021e+01	1.029777276661604724e+01	1.492147273882665104e+02	1.926101068071303359e+02
1.350000000000000000e+01	1.029921814847433126e+01	1.493386631528777855e+02	1.924650540645981494e+02
1.350999999999999979e+01	1.030066203647711909e+01	1.494626061492830047e+02	1.923201840032181451e+02
1.351999999999999957e+01	1.030210443319437630e+01	1.495865563699823326e+02	1.921754963088042985e+02
1.353000000000000114e+01	1.030354534118988141e+01	1.497105138074889794e+02	1.920309906678266429e+02
1.354000000000000092e+01	1.030498476302125255e+01	1.498344784543290018e+02	1.918866667674100484e+02
1.355000000000000071e+01	1.030642270123997051e+01	1.499584503030415874e+02	1.917425242953329416e+02
1.356000000000000050e+01	1.030785915839138411e+01	1.500824293461785714e+02	1.915985629400252037e+02
1.357000000000000028e+01	1.030929413701474573e+01	1.502064155763048348e+02	1.914547823905674591e+02
1.358000000000000007e+01	1.031072763964321304e+01	1.503304089859980479e+02	1.913111823366888302e+02
1.358999999999999986e+01	1.031215966880388279e+01	1.504544095678486428e+02	1.911677624687661705e+02
1.359999999999999964e+01	1.031359022701780148e+01	1.505784173144598981e+02	1.910245224778221598e+02
1.360999999999999943e+01	1.031501931679998485e+01	1.507024322184477683e+02	1.908814620555237980e+02
1.362000000000000099e+01	1.031644694065943568e+01	1.508264542724409694e+02	1.907385808941812684e+02
1.363000000000000078e+01	1.031787310109916511e+01	1.509504834690808082e+02	1.905958786867462891e+02
1.364000000000000057e+01	1.031929780061621216e+01	1.510745198010213528e+02	1.904533551268106066e+02
1.365000000000000036e+01	1.032072104170165439e+01	1.511985632609292338e+02	1.903110099086046603e+02
1.366000000000000014e+01	1.032214282684063456e+01	1.513226138414837294e+02	1.901688427269959618e+02
1.366999999999999993e+01	1.032356315851237483e+01	1.514466715353765380e+02	1.900268532774878452e+02
1.367999999999999972e+01	1.032498203919018920e+01	1.515707363353119774e+02	1.898850412562177326e+02
1.368999999999999950e+01	1.032639947134152081e+01	1.516948082340069277e+02	1.897434063599562535e+02
1.370000000000000107e+01	1.032781545742793483e+01	1.518188872241906608e+02	1.896019482861050278e+02
1.371000000000000085e+01	1.032922999990515400e+01	1.519429732986048407e+02	1.894606667326959553e+02
1.372000000000000064e+01	1.033064310122306928e+01	1.520670664500036082e+02	1.893195613983893395e+02
1.373000000000000043e+01	1.033205476382575938e+01	1.521911666711534679e+02	1.891786319824723819e+02
1.374000000000000021e+01	1.033346499015151032e+01	1.523152739548332875e+02	1.890378781848583287e+02
1.375000000000000000e+01	1.033487378263282785e+01	1.524393882938341847e+02	1.888972997060843113e+02
1.375999999999999979e+01	1.033628114369645701e+01	1.525635096809596973e+02	1.887568962473104079e+02
1.376999999999999957e+01	1.033768707576340873e+01	1.526876381090255279e+02	1.886166675103182513e+02
1.378000000000000114e+01	1.033909158124895988e+01	1.528117735708596285e+02	1.884766131975090673e+02
1.379000000000000092e+01	1.034049466256268524e+01	1.529359160593021159e+02	1.883367330119030782e+02
1.380000000000000071e+01	1.034189632210846810e+01	1.530600655672053563e+02	1.881970266571372292e+02
1.381000000000000050e+01	1.034329656228451988e+01	1.531842220874337386e+02	1.880574938374645058e+02
1.382000000000000028e+01	1.034469538548339607e+01	1.533083856128639297e+02	1.879181342577521150e+02
1.383000000000000007e+01	1.034609279409201399e+01	1.534325561363845623e+02	1.877789476234802066e+02
1.383999999999999986e+01	1.034748879049166881e+01	1.535567336508963763e+02	1.876399336407403666e+02
1.384999999999999964e+01	1.034888337705805306e+01	1.536809181493120775e+02	1.875010920162345087e+02
1.385999999999999943e+01	1.035027655616127262e+01	1.538051096245564793e+02	1.873624224572731123e+02
1.387000000000000099e+01	1.035166833016585564e+01	1.539293080695662752e+02	1.872239246717739434e+02
1.388000000000000078e+01	1.035305870143078799e+01	1.540535134772901245e+02	1.870855983682610599e+02
1.389000000000000057e+01	1.035444767230951157e+01	1.541777258406886517e+02	1.869474432558626802e+02
1.390000000000000036e+01	1.035583524514994735e+01	1.543019451527342198e+02	1.868094590443104721e+02
1.391000000000000014e+01	1.035722142229451670e+01	1.544261714064112425e+02	1.866716454439378765e+02
1.391999999999999993e+01	1.035860620608015026e+01	1.545504045947158431e+02	1.865340021656785723e+02
1.392999999999999972e+01	1.035998959883830928e+01	1.546746447106559401e+02	1.863965289210655385e+02
1.393999999999999950e+01	1.036137160289500159e+01	1.547988917472513322e+02	1.862592254222293207e+02
1.395000000000000107e+01	1.036275222057079937e+01	1.549231456975334424e+02	1.861220913818968086e+02
1.396000000000000085e+01	1.036413145418084625e+01	1.550474065545454891e+02	1.859851265133898153e+02
1.397000000000000064e+01	1.036550930603488752e+01	1.551716743113422581e+02	1.858483305306237128e+02
1.398000000000000043e+01	1.036688577843727721e+01	1.552959489609904153e+02	1.857117031481061531e+02
1.399000000000000021e+01	1.036826087368699589e+01	1.554202304965680810e+02	1.855752440809357608e+02
1.400000000000000000e+01	1.036963459407766841e+01	1.555445189111650279e+02	1.854389530448004280e+02
1.400999999999999979e+01	1.037100694189757988e+01	1.556688141978826820e+02	1.853028297559764894e+02
1.401999999999999957e+01	1.037237791942968634e+01	1.557931163498338947e+02	1.851668739313269043e+02
1.403000000000000114e+01	1.037374752895163965e+01	1.559174253601431701e+02	1.850310852883000337e+02
1.404000000000000092e+01	1.037511577273579633e+01	1.560417412219463813e+02	1.848954635449286741e+02
1.405000000000000071e+01	1.037648265304923711e+01	1.561660639283910257e+02	1.847600084198282673e+02
1.406000000000000050e+01	1.037784817215377942e+01	1.562903934726359125e+02	1.846247196321955926e+02
1.407000000000000028e+01	1.037921233230599327e+01	1.564147298478513335e+02	1.844895969018074879e+02
1.408000000000000007e+01	1.038057513575722446e+01	1.565390730472189489e+02	1.843546399490199690e+02
1.408999999999999986e+01	1.038193658475359804e+01	1.566634230639317877e+02	1.842198484947661825e+02
1.409999999999999964e+01	1.038329668153604679e+01	1.567877798911943046e+02	1.840852222605556108e+02
1.410999999999999943e+01	1.038465542834031119e+01	1.569121435222220953e+02	1.839507609684722524e+02
1.412000000000000099e+01	1.038601282739696963e+01	1.570365139502422096e+02	1.838164643411739121e+02
1.413000000000000078e+01	1.038736888093144728e+01	1.571608911684928103e+02	1.836823321018905801e+02
1.414000000000000057e+01	1.038872359116402855e+01	1.572852751702234002e+02	1.835483639744229265e+02
1.415000000000000036e+01	1.039007696030987482e+01	1.574096659486946237e+02	1.834145596831410785e+02
1.416000000000000014e+01	1.039142899057904579e+01	1.575340634971783231e+02	1.832809189529836829e+02
1.416999999999999993e+01	1.039277968417650477e+01	1.576584678089575675e+02	1.831474415094563426e+02
1.417999999999999972e+01	1.039412904330213472e+01	1.577828788773264250e+02	1.830141270786299117e+02
1.418999999999999950e+01	1.039547707015076838e+01	1.579072966955901620e+02	1.828809753871401824e+02
1.420000000000000107e+01	1.039682376691217769e+01	1.580317212570651009e+02	1.827479861621853843e+02
1.421000000000000085e+01	1.039816913577110924e+01	1.581561525550785632e+02	1.826151591315258997e+02
1.422000000000000064e+01	1.039951317890729321e+01	1.582805905829690118e+02	1.824824940234824453e+02
1.423000000000000043e+01	1.040085589849545222e+01	1.584050353340857384e+02	1.823499905669348777e+02
1.424000000000000021e+01	1.040219729670532800e+01	1.585294868017891758e+02	1.822176484913210572e+02
1.425000000000000000e+01	1.040353737570167958e+01	1.586539449794506140e+02	1.820854675266351137e+02
1.425999999999999979e+01	1.040487613764432062e+01	1.587784098604523138e+02	1.819534474034271625e+02
1.426999999999999957e+01	1.040621358468810698e+01	1.589028814381873929e+02	1.818215878528005760e+02
1.428000000000000114e+01	1.040754971898297399e+01	1.590273597060598547e+02	1.816898886064119836e+02
1.429000000000000092e+01	1.040888454267394003e+01	1.591518446574845598e+02	1.815583493964695094e+02
1.430000000000000071e+01	1.041021805790112076e+01	1.592763362858871687e+02	1.814269699557313800e+02
1.431000000000000050e+01	1.041155026679974860e+01	1.594008345847041426e+02	1.812957500175047585e+02
1.432000000000000028e+01	1.041288117150018344e+01	1.595253395473828277e+02	1.811646893156447220e+02
1.433000000000000007e+01	1.041421077412792506e+01	1.596498511673810867e+02	1.810337875845525275e+02
1.433999999999999986e+01	1.041553907680363622e+01	1.597743694381677813e+02	1.809030445591749015e+02
1.434999999999999964e+01	1.041686608164314087e+01	1.598988943532222038e+02	1.807724599750021355e+02
1.435999999999999943e+01	1.041819179075745616e+01	1.600234259060345323e+02	1.806420335680676033e+02
1.437000000000000099e+01	1.041951620625279773e+01	1.601479640901055177e+02	1.805117650749459415e+02
1.438000000000000078e+01	1.042083933023058684e+01	1.602725088989464268e+02	1.803816542327518846e+02
1.439000000000000057e+01	1.042216116478748056e+01	1.603970603260793268e+02	1.802517007791392700e+02
1.440000000000000036e+01	1.042348171201537177e+01	1.605216183650367157e+02	1.801219044522995318e+02
1.441000000000000014e+01	1.042480097400141226e+01	1.606461830093617493e+02	1.799922649909607060e+02
1.441999999999999993e+01	1.042611895282801804e+01	1.607707542526080147e+02	1.798627821343860091e+02
1.442999999999999972e+01	1.042743565057288890e+01	1.608953320883396430e+02	1.797334556223724746e+02
1.443999999999999950e+01	1.042875106930902263e+01	1.610199165101312815e+02	1.796042851952502133e+02
1.445000000000000107e+01	1.043006521110472207e+01	1.611445075115679515e+02	1.794752705938805661e+02
1.446000000000000085e+01	1.043137807802361827e+01	1.612691050862451334e+02	1.793464115596554791e+02
